valid_miles,transport_type,weight,pickup_date,origin_kma,destination_kma,year,month,day,dayofweek,minute,dayofyear,quarter,week_num,is_holiday,month_sin,month_cos,day_sin,day_cos,dayofweek_sin,dayofweek_cos,minute_sin,minute_cos,dayofyear_sin,dayofyear_cos,quarter_sin,quarter_cos,week_num_sin,week_num_cos,valid_miles_outliers,valid_miles_log,valid_miles_std,weight_outliers,weight_log,weight_std,predicted_rate
2310.9231,GJROY,39950.0,2022-09-22 08:42:00,RONUZ,OQOLJ,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,2000.0,7.600902459542082,1.8017595980872987,39950.0,10.595383951194421,1.1392283308019864,5.972942505905596
2344.3249,GJROY,39950.0,2022-09-22 08:42:00,RONUZ,OQOLJ,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,2000.0,7.600902459542082,1.8017595980872987,39950.0,10.595383951194421,1.1392283308019864,5.972942505905596
1073.6095,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,CTJQI,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1073.6095,6.978781614911502,1.1440947417791096,40425.0,10.607203684445308,1.1593320954579103,4.331636623571863
1073.6095,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,CTJQI,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1073.6095,6.978781614911502,1.1440947417791096,40425.0,10.607203684445308,1.1593320954579103,4.331636623571863
914.1838,MKPFX,38050.0,2022-09-22 08:42:00,GFKMC,ZSZDM,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,914.1838,6.818031645329347,0.9741605456189234,38050.0,10.546656363289832,1.0563493064880323,6.768860279235121
836.38,MKPFX,39950.0,2022-09-22 08:42:00,OQOLJ,RCDSS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,836.38,6.7290830552647565,0.8801300012182105,39950.0,10.595383951194421,1.1392283308019864,3.5797629218704277
748.715,MKPFX,39950.0,2022-09-22 08:42:00,LFUHN,EKGTE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,748.715,6.618358403762807,0.7630792503097679,39950.0,10.595383951194421,1.1392283308019864,2.8669512956702476
551.491,MKPFX,39950.0,2022-09-22 08:42:00,OKWUS,EKGTE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,551.491,6.312625519430752,0.439878741633153,39950.0,10.595383951194421,1.1392283308019864,3.9117166358833435
95.6063,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,PEXPT,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,95.6063,4.560238717467664,-1.4126282499848084,33300.0,10.413312675968536,0.829549762762344,10.85842465040071
107.826,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,107.826,4.68051881677794,-1.2854761140093618,41850.0,10.641847075917621,1.218255810084903,8.072603305963412
1185.527,MKPFX,14300.0,2022-09-22 08:42:00,HRQLD,DLGVW,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1185.527,7.077942680446447,1.2489212372731346,14300.0,9.568014816247999,-0.6081873566183309,5.480373702434193
1185.527,MKPFX,14300.0,2022-09-22 08:42:00,HRQLD,DLGVW,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1185.527,7.077942680446447,1.2489212372731346,14300.0,9.568014816247999,-0.6081873566183309,5.480373702434193
196.47,MKPFX,33300.0,2022-09-22 08:42:00,NUTZC,RONUZ,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,196.47,5.280509747898072,-0.6512055331294521,33300.0,10.413312675968536,0.829549762762344,5.784193280762176
417.3591,MKPFX,34250.0,2022-09-22 08:42:00,CXAKM,RUEXZ,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,417.3591,6.033947002300081,0.1452783139079687,34250.0,10.441441843690372,0.8773936654836161,4.998227148414105
111.1635,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,111.1635,4.711002090524721,-1.2532512206923978,33300.0,10.413312675968536,0.829549762762344,10.800813399205568
2429.756,MKPFX,23800.0,2022-09-22 08:42:00,HRQLD,QGHCU,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,2000.0,7.600902459542082,1.8017595980872987,23800.0,10.077440859659566,0.25827731470378285,5.851083986127678
1358.543,MKPFX,22850.0,2022-09-22 08:42:00,XYHVH,QCLHO,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1358.543,7.214168080923439,1.3929296870839207,22850.0,10.036706396322352,0.18899351219027993,4.5514932864774185
453.947,MKPFX,20262.2,2022-09-22 08:42:00,QUERU,QWBPO,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,453.947,6.117980451138588,0.23411289730514653,20262.2,9.916512360258817,-0.015440256557051465,3.3878897366488117
81.126,MKPFX,5443.15,2022-09-22 08:42:00,GLVAR,NUTZC,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,81.126,4.396003501604676,-1.586246817138613,5443.15,8.602113216386279,-2.2510550958664766,9.572373810359492
141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,141.1565,4.949869203940314,-1.0007367660216147,33300.0,10.413312675968536,0.829549762762344,9.215107002667068
885.508,GJROY,38050.0,2022-09-22 08:42:00,QUERU,UKOGN,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,885.508,6.7861614916258945,0.9404695348823406,38050.0,10.546656363289832,1.0563493064880323,5.563675365529685
141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,141.1565,4.949869203940314,-1.0007367660216147,33300.0,10.413312675968536,0.829549762762344,9.215107002667068
535.7291,MKPFX,31465.55,2022-09-22 08:42:00,TXLFD,FKQGG,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,535.7291,6.28362862286013,0.4092251475909443,31465.55,10.356648575547657,0.7331718060757567,4.444113055871658
515.8821,MKPFX,9882.5,2022-09-22 08:42:00,MJGXM,FPZNC,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,515.8821,6.245878251002025,0.36931796059034805,9882.5,9.198520795170841,-1.2366466190935557,4.314069677386406
118.15,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,118.15,4.771955003632917,-1.1888158474255348,41850.0,10.641847075917621,1.218255810084903,7.396052167681499
299.7634,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,ZSZDM,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,299.7634,5.702993496828366,-0.20458376112022456,33300.0,10.413312675968536,0.829549762762344,7.506027911657025
107.826,MKPFX,41850.0,2022-09-22 08:42:00,KWGZQ,VCEUE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,107.826,4.68051881677794,-1.2854761140093618,41850.0,10.641847075917621,1.218255810084903,8.072603305963412
114.3408,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,114.3408,4.739183462487928,-1.2234597451250495,33300.0,10.413312675968536,0.829549762762344,10.833447497348105
141.1565,MKPFX,33300.0,2022-09-22 08:42:00,PEXPT,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,141.1565,4.949869203940314,-1.0007367660216147,33300.0,10.413312675968536,0.829549762762344,9.215107002667068
665.1618,MKPFX,18423.0,2022-09-22 08:42:00,GLVAR,KMMBI,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,665.1618,6.500030319331874,0.6379906548766681,18423.0,9.82135516299751,-0.17728975505695627,5.145939648498754
604.624,MKPFX,5550.5,2022-09-22 08:42:00,RUEXZ,VCEUE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,604.624,6.404606777224062,0.5371152210274494,5550.5,8.621643292772703,-2.217837082308055,4.928885283851472
552.3721,MKPFX,18853.35,2022-09-22 08:42:00,IZYJN,RMBXT,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,552.3721,6.314221913380549,0.4415663433373325,18853.35,9.844445895918927,-0.1380155472105018,4.569188569728771
227.7268,KFEGT,44035.0,2022-09-22 08:42:00,NPCXM,MJGXM,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,227.7268,5.428146664870137,-0.4951335856545638,44035.0,10.69274005123956,1.3048178649802844,4.8335964446859325
1551.3971,MKPFX,37230.15,2022-09-22 08:42:00,NSBMC,JESUD,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1551.3971,7.346911158775663,1.5332568565961868,37230.15,10.52487419586751,1.0193007912415937,4.359761840468597
542.2261,MKPFX,22850.0,2022-09-22 08:42:00,QCLHO,GFKMC,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,542.2261,6.295683073124745,0.4219683121538674,22850.0,10.036706396322352,0.18899351219027993,4.641499982121775
1620.8528,MKPFX,37230.15,2022-09-22 08:42:00,NSBMC,FPZNC,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1620.8528,7.390707709469245,1.5795556624749585,37230.15,10.52487419586751,1.0193007912415937,4.4310813372925635
806.0132,MKPFX,12933.9,2022-09-22 08:42:00,RCDSS,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,806.0132,6.69210011954374,0.8410340967540867,12933.9,9.46760705041642,-0.7789673607909067,5.34189103271632
806.0132,MKPFX,12933.9,2022-09-22 08:42:00,RCDSS,OKWUS,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,806.0132,6.69210011954374,0.8410340967540867,12933.9,9.46760705041642,-0.7789673607909067,5.34189103271632
1826.9767,MKPFX,38994.3,2022-09-22 08:42:00,TXLFD,NNJFK,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1826.9767,7.510417803149449,1.7061052263391638,38994.3,10.571170760584115,1.0980449745225969,4.866549435393933
1031.557,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,QCLHO,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1031.557,6.938824590315638,1.1018548279968505,40425.0,10.607203684445308,1.1593320954579103,4.777520812452592
1791.5103,MKPFX,23800.0,2022-09-22 08:42:00,XNCMK,AWWEE,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1791.5103,7.490814286100515,1.6853816895305271,23800.0,10.077440859659566,0.25827731470378285,3.5031077505926187
857.473,MKPFX,40425.0,2022-09-22 08:42:00,OMSVL,DUXGP,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,857.473,6.753989691663906,0.9064596437465747,40425.0,10.607203684445308,1.1593320954579103,4.5440143919285125
1307.6439,MKPFX,33300.0,2022-09-22 08:42:00,HRQLD,DNDBK,2022,9,22,3,42,265,3,38,0,-1.0,-1.8369701987210297e-16,-0.9858648396246695,-0.16754258560683782,0.43388373911755823,-0.900968867902419,-0.9510565162951535,-0.30901699437494756,-0.9886775902323404,-0.15005539834465262,-1.0,-1.8369701987210297e-16,-0.9911474084046181,-0.13276601527804174,1307.6439,7.175982247244588,1.3525621587553645,33300.0,10.413312675968536,0.829549762762344,5.361420168967873
